gid,lbl,val,geometry,경도,위도
가나62aa21bb,72,72,"MULTIPOLYGON (((127.0712640274495 37.29392174352679, 127.0712512383876 37.2961751752488, 127.0740718825117 37.2961853594776, 127.0740845874434 37.29393192692986, 127.0712640274495 37.29392174352679)))",127.0726679,37.29505356
가나52bb20ab,72,72,"MULTIPOLYGON (((126.9669997605747 37.27997730642931, 126.9669838694358 37.28223070896241, 126.9698039500577 37.28224337399134, 126.9698197571293 37.2799899704312, 126.9669997605747 37.27997730642931)))",126.9684018,37.28111035
가나57ba19ab,71,71,"MULTIPOLYGON (((127.0206371462548 37.27119274232921, 127.020622858788 37.27344616690252, 127.0234426350084 37.27345755178964, 127.0234568384417 37.27120412629304, 127.0206371462548 37.27119274232921)))",127.0220399,37.27232515
가나61aa19bb,68,68,"MULTIPOLYGON (((127.0600867538773 37.27585287977802, 127.0600736399772 37.27810631505416, 127.0628936055771 37.27811676137249, 127.0629066354225 37.2758633252492, 127.0600867538773 37.27585287977802)))",127.0614902,37.27698483
가나50ba20aa,65,65,"MULTIPOLYGON (((126.9416365181646 37.27760691365246, 126.9416198722832 37.27986030756357, 126.9444398525855 37.27987357613358, 126.944456414411 37.27762018114651, 126.9416365181646 37.27760691365246)))",126.9430382,37.27874025
가나55bb24aa,65,65,"MULTIPOLYGON (((127.0006164244753 37.31392596750941, 127.0006015172905 37.3161793690296, 127.0034228805728 37.31619124231744, 127.0034377035476 37.31393783983476, 127.0006164244753 37.31392596750941)))",127.0020196,37.31505861
가나54ba18bb,65,65,"MULTIPOLYGON (((126.9868315533016 37.26654406794754, 126.9868162608518 37.26879748274692, 126.9896358493207 37.26880967157829, 126.9896510577579 37.26655625579036, 126.9868315533016 37.26654406794754)))",126.9882337,37.26767688
가나53ba18ba,64,64,"MULTIPOLYGON (((126.9755691793453 37.26424123349137, 126.9755535525867 37.26649464514759, 126.9783730501801 37.26650710156161, 126.9783885929364 37.26425368889514, 126.9755691793453 37.26424123349137)))",126.9769711,37.26537417
가나55aa17aa,61,61,"MULTIPOLYGON (((126.9925763877651 37.25079443487184, 126.9925612751176 37.25304785769801, 126.9953802790684 37.25305990538983, 126.9953953077685 37.25080648158642, 126.9925763877651 37.25079443487184)))",126.9939783,37.25192718
가나56bb16aa,59,59,"MULTIPOLYGON (((127.0123669464642 37.24186362580372, 127.012352427917 37.24411705881436, 127.01517110764 37.24412863297251, 127.0151855422758 37.24187519902294, 127.0123669464642 37.24186362580372)))",127.013769,37.24299613
가나53bb24ab,59,59,"MULTIPOLYGON (((126.9780306715518 37.3160819612517, 126.9780150889596 37.31833535400985, 126.9808365229234 37.31834776640827, 126.9808520212978 37.31609437264395, 126.9780306715518 37.3160819612517)))",126.9794336,37.31721487
가나52bb19ba,58,58,"MULTIPOLYGON (((126.9670474233816 37.27321709363573, 126.9670315375474 37.27547049876594, 126.9698513659958 37.275483160714, 126.9698671677909 37.27322975455694, 126.9670474233816 37.27321709363573)))",126.9684494,37.27435013
가나59aa22bb,58,58,"MULTIPOLYGON (((127.0373622175548 37.30280798056339, 127.0373484127994 37.30506139849349, 127.0401693758306 37.3050723928876, 127.0401830964204 37.30281897406614, 127.0373622175548 37.30280798056339)))",127.0387658,37.30394019
가나60bb17ba,58,58,"MULTIPOLYGON (((127.057385589312 37.25556141845321, 127.0573724045695 37.25781486065132, 127.060191612556 37.25782536647137, 127.0602047133281 37.25557192342112, 127.057385589312 37.25556141845321)))",127.0587886,37.2566934
가나58ba19ab,58,58,"MULTIPOLYGON (((127.0319159244484 37.27123787525125, 127.0319019731167 37.27349130348507, 127.034721755604 37.27350241972788, 127.0347356229015 37.27124899059254, 127.0319159244484 37.27123787525125)))",127.0333188,37.27237015
가나52bb20bb,57,57,"MULTIPOLYGON (((126.9669679765283 37.28448411062976, 126.9669520818521 37.28673751143137, 126.9697723306363 37.2867501785145, 126.9697881412267 37.28449677668576, 126.9669679765283 37.28448411062976)))",126.9683701,37.28561715
가나54bb16ab,57,57,"MULTIPOLYGON (((126.9898030490826 37.24402205033176, 126.9897878575602 37.24627547477019, 126.9926066080154 37.2462875866247, 126.9926217156185 37.24403416120375, 126.9898030490826 37.24402205033176)))",126.9912048,37.24515482
가나56ba18bb,56,56,"MULTIPOLYGON (((127.0093876358159 37.26663969067609, 127.0093730154715 37.26889311323128, 127.0121926172192 37.26890476487072, 127.0122071535496 37.26665134137056, 127.0093876358159 37.26663969067609)))",127.0107901,37.26777223
가나57aa15bb,56,56,"MULTIPOLYGON (((127.0151999753054 37.23962176420896, 127.0151855422758 37.24187519902294, 127.0180041396935 37.24188670515783, 127.0180184888208 37.23963326941043, 127.0151999753054 37.23962176420896)))",127.016602,37.24075424
가나56ba22ab,56,56,"MULTIPOLYGON (((127.0091828028556 37.29818752774899, 127.009168159714 37.30044093819586, 127.0119889386404 37.30045260307072, 127.012003497637 37.29819919167811, 127.0091828028556 37.29818752774899)))",127.0105858,37.29932007
가나51bb16ba,56,56,"MULTIPOLYGON (((126.9559629866358 37.24612489921139, 126.9559467862954 37.24837831056947, 126.9587655997732 37.24839122859283, 126.9587817161874 37.24613781618688, 126.9559629866358 37.24612489921139)))",126.9573643,37.24725807
가나53ab25aa,55,55,"MULTIPOLYGON (((126.9723407189305 37.32281710627041, 126.9723249626431 37.32507049440203, 126.9751466458372 37.32508304438777, 126.975162317879 37.32282965523891, 126.9723407189305 37.32281710627041)))",126.9737437,37.32395008
가나59bb22aa,53,53,"MULTIPOLYGON (((127.0458655064486 37.29608049242484, 127.0458519587147 37.29833391560561, 127.0486726738289 37.29834470566091, 127.0486861374248 37.29609128160528, 127.0458655064486 37.29608049242484)))",127.0472691,37.2972126
가나54aa17ab,53,53,"MULTIPOLYGON (((126.9812852762263 37.25299899582628, 126.9812698260717 37.25525241382385, 126.9840889071951 37.25526473095627, 126.9841042733937 37.25301131195963, 126.9812852762263 37.25299899582628)))",126.9826871,37.25413187
가나54bb17bb,52,52,"MULTIPOLYGON (((126.9897118745853 37.25754258398749, 126.9896966729164 37.25979600323586, 126.9925159270832 37.25980812098663, 126.9925310447768 37.25755470075543, 126.9897118745853 37.25754258398749)))",126.9911139,37.25867536
가나54ba16ba,51,51,"MULTIPOLYGON (((126.9869691087956 37.24626329582158, 126.9869538316543 37.24851671840703, 126.9897726643472 37.24852889834366, 126.9897878575602 37.24627547477019, 126.9869691087956 37.24626329582158)))",126.9883709,37.2473961
가나56ab23ba,51,51,"MULTIPOLYGON (((127.0062884568781 37.30944283542698, 127.006273721394 37.31169624059707, 127.0090949195553 37.31170797745445, 127.0091095708478 37.30945457133289, 127.0062884568781 37.30944283542698)))",127.0076917,37.31057541
가나59ab23ba,49,49,"MULTIPOLYGON (((127.0401419300694 37.30957922793709, 127.0401282048976 37.31183264416509, 127.0429494220095 37.31184357397932, 127.0429630629874 37.30959015686527, 127.0401419300694 37.30957922793709)))",127.0415457,37.31071141
가나54ab24ba,48,48,"MULTIPOLYGON (((126.9836579586122 37.31836011153864, 126.9836425427401 37.32061350543799, 126.9864640643722 37.32062578429549, 126.9864793960167 37.31837238940081, 126.9836579586122 37.31836011153864)))",126.985061,37.31949295
가나51ab19bb,48,48,"MULTIPOLYGON (((126.9501126043122 37.27539311664093, 126.9500962124235 37.27764651462969, 126.9529161141709 37.27765958061858, 126.9529324220124 37.27540618157024, 126.9501126043122 37.27539311664093)))",126.9515143,37.27652635
가나58aa14bb,47,47,"MULTIPOLYGON (((127.0265304129021 37.23065361983859, 127.0265163217564 37.23290706181023, 127.0293345899493 37.23291829596034, 127.0293485972294 37.23066485307724, 127.0265304129021 37.23065361983859)))",127.0279325,37.23178596
가나61ba21ab,46,46,"MULTIPOLYGON (((127.0656488220586 37.2893943123852, 127.0656358676206 37.29164774416718, 127.0684563406381 37.2916580611572, 127.068469210965 37.28940462853867, 127.0656488220586 37.2893943123852)))",127.0670526,37.29052619
가나53ba24bb,45,45,"MULTIPOLYGON (((126.9751779881766 37.32057626522415, 126.975162317879 37.32282965523891, 126.9779839185717 37.32284213692871, 126.9779995046329 37.32058874590219, 126.9751779881766 37.32057626522415)))",126.9765809,37.32170921
가나54aa24ba,45,45,"MULTIPOLYGON (((126.9808365229234 37.31834776640827, 126.9808210228239 37.32060115930685, 126.9836425427401 37.32061350543799, 126.9836579586122 37.31836011153864, 126.9808365229234 37.31834776640827)))",126.9822395,37.31948064
가나52aa16ab,45,45,"MULTIPOLYGON (((126.9587978308083 37.24388440291529, 126.9587817161874 37.24613781618688, 126.9616004475324 37.24615066606965, 126.9616164782362 37.24389725175568, 126.9587978308083 37.24388440291529)))",126.9601991,37.24501754
가나54bb16aa,45,45,"MULTIPOLYGON (((126.9898182389146 37.24176862502839, 126.9898030490826 37.24402205033176, 126.9926217156185 37.24403416120375, 126.9926368215406 37.24178073491792, 126.9898182389146 37.24176862502839)))",126.99122,37.2429014
가나57aa25bb,43,43,"MULTIPOLYGON (((127.0146213994438 37.32975848233372, 127.0146069020204 37.33201188255614, 127.0174288631978 37.33202342607291, 127.0174432763446 37.32977002491486, 127.0146213994438 37.32975848233372)))",127.0160251,37.33089096
가나53aa18bb,43,43,"MULTIPOLYGON (((126.9699145626266 37.26646953089222, 126.9698987661061 37.26872293964604, 126.9727183442232 37.2687355313661, 126.9727340567324 37.26648212159108, 126.9699145626266 37.26646953089222)))",126.9713164,37.26760254
가나61ba17bb,41,41,"MULTIPOLYGON (((127.0658300328936 37.25784617673862, 127.0658170986234 37.2600996206132, 127.068636394936 37.26010992589605, 127.068649245226 37.25785648118561, 127.0658300328936 37.25784617673862)))",127.0672332,37.25897806
가나53ba15bb,40,40,"MULTIPOLYGON (((126.9757409589661 37.23945364816009, 126.9757253513244 37.24170706933476, 126.978543925406 37.24171951463919, 126.9785594491481 37.23946609245491, 126.9757409589661 37.23945364816009)))",126.9771424,37.24058659
가나56bb20ab,40,40,"MULTIPOLYGON (((127.0121199112968 37.28017186940066, 127.0121053652568 37.28242528771234, 127.0149254729041 37.28243687784055, 127.0149399348736 37.28018345858903, 127.0121199112968 37.28017186940066)))",127.0135227,37.28130438
가나55bb22ba,39,39,"MULTIPOLYGON (((127.000705832751 37.3004055402176, 127.0006909355176 37.30265894692932, 127.0035117936803 37.30267081444306, 127.0035266067599 37.30041740676917, 127.000705832751 37.3004055402176)))",127.0021088,37.30153818
가나57aa26aa,39,39,"MULTIPOLYGON (((127.0146069020204 37.33201188255614, 127.0145924029832 37.33426528191338, 127.0174144484466 37.33427682636582, 127.0174288631978 37.33202342607291, 127.0146069020204 37.33201188255614)))",127.0160107,37.33314436
가나60bb22aa,37,37,"MULTIPOLYGON (((127.0571480393058 37.2961232458477, 127.057134828125 37.29837667249516, 127.0599555491771 37.29838719366233, 127.0599686762191 37.29613376616183, 127.0571480393058 37.2961232458477)))",127.0585518,37.29725523
가나53ab24ba,37,37,"MULTIPOLYGON (((126.9723722262447 37.31831032740932, 126.9723564734643 37.32056371727284, 126.9751779881766 37.32057626522415, 126.9751936567303 37.31832287434349, 126.9723722262447 37.31831032740932)))",126.9737751,37.3194433
가나59aa21ab,36,36,"MULTIPOLYGON (((127.0374450138307 37.28928745482889, 127.0374312182906 37.29154087794573, 127.0402516764686 37.29155186699251, 127.0402653878993 37.28929844298465, 127.0374450138307 37.28928745482889)))",127.0388483,37.29041967
가나53ba21aa,34,34,"MULTIPOLYGON (((126.9754128334746 37.28677531110692, 126.9753971893156 37.28902871410798, 126.9782175274467 37.28904118062786, 126.9782330875097 37.28678777661595, 126.9754128334746 37.28677531110692)))",126.9768152,37.28790825
가나58ba21ab,33,33,"MULTIPOLYGON (((127.0318042703086 37.28926527691868, 127.0317903065502 37.29151869823709, 127.034610761648 37.2915298216939, 127.0346246412974 37.28927639947354, 127.0318042703086 37.28926527691868)))",127.0332075,37.29039755
가나57ba24ab,33,33,"MULTIPOLYGON (((127.0203510945864 37.31626106950453, 127.0203367752821 37.31851447678274, 127.0231582341376 37.31852588014717, 127.0231724692211 37.31627247194461, 127.0203510945864 37.31626106950453)))",127.0217546,37.31739348
가나54ba23bb,31,31,"MULTIPOLYGON (((126.986525380713 37.31161219952308, 126.9865100541869 37.31386559701459, 126.9893313248702 37.31387780562887, 126.9893465671967 37.31162440714767, 126.986525380713 37.31161219952308)))",126.9879283,37.31274501
가나57aa18ba,31,31,"MULTIPOLYGON (((127.0150411236088 37.2644094996166, 127.0150266729009 37.26666292492094, 127.0178461938604 37.2666744413271, 127.0178605605633 37.26442101508875, 127.0150411236088 37.2644094996166)))",127.0164436,37.26554198
가나58aa23ba,31,31,"MULTIPOLYGON (((127.0260362885793 37.30952357456677, 127.0260221424408 37.31177698628271, 127.0288433518206 37.31178825236697, 127.0288574137661 37.3095348397377, 127.0260362885793 37.30952357456677)))",127.0274398,37.31065592
가나57aa25ba,30,30,"MULTIPOLYGON (((127.0146358952538 37.32750508124614, 127.0146213994438 37.32975848233372, 127.0174432763446 37.32977002491486, 127.0174576878873 37.32751662289172, 127.0146358952538 37.32750508124614)))",127.0160396,37.32863756
가나54ba24ba,30,30,"MULTIPOLYGON (((126.9864793960167 37.31837238940081, 126.9864640643722 37.32062578429549, 126.9892855877108 37.32063799587922, 126.9893008351275 37.31838459999467, 126.9864793960167 37.31837238940081)))",126.9878825,37.3195052
가나52aa16ba,29,29,"MULTIPOLYGON (((126.9587817161874 37.24613781618688, 126.9587655997732 37.24839122859283, 126.9615844150445 37.24840407951806, 126.9616004475324 37.24615066606965, 126.9587817161874 37.24613781618688)))",126.960183,37.24727095
가나58aa22ba,29,29,"MULTIPOLYGON (((127.0260928573917 37.30050991905549, 127.0260787175495 37.30276333423041, 127.0288995902136 37.30277459666173, 127.0289136459003 37.30052118057371, 127.0260928573917 37.30050991905549)))",127.0274962,37.30164226
가나52aa20ba,28,28,"MULTIPOLYGON (((126.9585236382193 37.28219231079488, 126.9585074930835 37.28444570934833, 126.9613276524474 37.28445857696093, 126.9613437135073 37.28220517736406, 126.9585236382193 37.28219231079488)))",126.9599256,37.28332545
가나52ba20bb,27,27,"MULTIPOLYGON (((126.9641478135988 37.28447137738812, 126.9641318348368 37.28672477715713, 126.9669520818521 37.28673751143137, 126.9669679765283 37.28448411062976, 126.9641478135988 37.28447137738812)))",126.9655499,37.28560445
가나54bb17aa,26,26,"MULTIPOLYGON (((126.9897574694434 37.25078232105214, 126.9897422728487 37.25303574289562, 126.9925612751176 37.25304785769801, 126.9925763877651 37.25079443487184, 126.9897574694434 37.25078232105214)))",126.9911594,37.25191509
가나59ba23bb,26,26,"MULTIPOLYGON (((127.0429494220095 37.31184357397932, 127.0429357795133 37.31409699022892, 127.0457570823469 37.31410785366946, 127.0457706406397 37.31185443653922, 127.0429494220095 37.31184357397932)))",127.0443532,37.31297572
가나57ab16bb,26,26,"MULTIPOLYGON (((127.0179610827298 37.2486470072138, 127.017946727214 37.25090043950364, 127.0207656619319 37.25091188226656, 127.0207799335079 37.24865844904853, 127.0179610827298 37.2486470072138)))",127.0193634,37.24977945
가나54ab24ab,26,26,"MULTIPOLYGON (((126.9836733727685 37.3161067167736, 126.9836579586122 37.31836011153864, 126.9864793960167 37.31837238940081, 126.9864947259548 37.31611899364051, 126.9836733727685 37.3161067167736)))",126.9850764,37.31723956
가나58ba22ab,26,26,"MULTIPOLYGON (((127.0317484059492 37.29827895700517, 127.0317344359731 37.30053237486541, 127.0345552276007 37.30054350193046, 127.0345691134304 37.29829008316808, 127.0317484059492 37.29827895700517)))",127.0331518,37.29941123
가나56bb25ba,25,25,"MULTIPOLYGON (((127.0118141042336 37.32749347230919, 127.0117995241566 37.32974687245576, 127.0146213994438 37.32975848233372, 127.0146358952538 37.32750508124614, 127.0118141042336 37.32749347230919)))",127.0132177,37.32862598
가나49bb20bb,25,25,"MULTIPOLYGON (((126.9331261407912 37.28432687751423, 126.9331092371007 37.28658026556525, 126.9359294640391 37.28659373893289, 126.9359462836463 37.28434034978936, 126.9331261407912 37.28432687751423)))",126.9345278,37.28546031
가나49bb20ba,25,25,"MULTIPOLYGON (((126.9331430426007 37.28207348859672, 126.9331261407912 37.28432687751423, 126.9359462836463 37.28434034978936, 126.9359631013818 37.28208695977939, 126.9331430426007 37.28207348859672)))",126.9345446,37.28320692
가나52ab17ab,25,25,"MULTIPOLYGON (((126.9615523447161 37.25291090381811, 126.961536306875 37.25516431466973, 126.9643553757663 37.25517710160803, 126.9643713296527 37.25292368971923, 126.9615523447161 37.25291090381811)))",126.9629538,37.25404401
가나55aa23bb,25,25,"MULTIPOLYGON (((126.9921677553767 37.31163654752016, 126.9921525972501 37.31388994698563, 126.9949738713172 37.31390202108472, 126.9949889452437 37.31164862064046, 126.9921677553767 37.31163654752016)))",126.9935708,37.31276929
가나54bb24ba,25,25,"MULTIPOLYGON (((126.9893008351275 37.31838459999467, 126.9892855877108 37.32063799587922, 126.9921071127465 37.32065014018905, 126.9921222759352 37.31839674332009, 126.9893008351275 37.31838459999467)))",126.990704,37.31951738
가나54ab17ba,24,24,"MULTIPOLYGON (((126.9840889071951 37.25526473095627, 126.9840735392864 37.25751814908774, 126.9868927060854 37.25753040009823, 126.9869079900285 37.25527698097306, 126.9840889071951 37.25526473095627)))",126.9854908,37.25639757
가나54aa18ab,24,24,"MULTIPOLYGON (((126.9812234652905 37.26201266262515, 126.981208008257 37.26426607716173, 126.9840274252979 37.26427839829105, 126.984042798338 37.26202498275516, 126.9812234652905 37.26201266262515)))",126.9826254,37.26314554
가나52ab17aa,23,23,"MULTIPOLYGON (((126.9615683807725 37.25065749210088, 126.9615523447161 37.25291090381811, 126.9643713296527 37.25292368971923, 126.9643872817639 37.25067027696488, 126.9615683807725 37.25065749210088)))",126.9629698,37.2517906
가나52bb21aa,23,23,"MULTIPOLYGON (((126.9669520818521 37.28673751143137, 126.9669361854068 37.28899091136718, 126.9697565182863 37.28900357947752, 126.9697723306363 37.2867501785145, 126.9669520818521 37.28673751143137)))",126.9683543,37.28787055
가나53ba25aa,22,22,"MULTIPOLYGON (((126.975162317879 37.32282965523891, 126.9751466458372 37.32508304438777, 126.9779683307756 37.32509552708938, 126.9779839185717 37.32284213692871, 126.975162317879 37.32282965523891)))",126.9765653,37.3239626
가나54bb21aa,22,22,"MULTIPOLYGON (((126.9895141208729 37.28683696673449, 126.9894988971953 37.28909037473532, 126.9923192438917 37.28910250526856, 126.9923343834725 37.2868490962841, 126.9895141208729 37.28683696673449)))",126.9909167,37.28796974
가나57bb24aa,20,20,"MULTIPOLYGON (((127.0231867027204 37.31401906287712, 127.0231724692211 37.31627247194461, 127.0259938454401 37.31628380712021, 127.0260079947278 37.31403039713386, 127.0231867027204 37.31401906287712)))",127.0245903,37.31515144
가나57bb22aa,20,20,"MULTIPOLYGON (((127.0233005137032 37.29599175920394, 127.0232862928714 37.29824517518978, 127.0261069956604 37.29825650301589, 127.0261211323555 37.29600308611163, 127.0233005137032 37.29599175920394)))",127.0247037,37.29712414
가나54aa16aa,20,20,"MULTIPOLYGON (((126.9813625012151 37.24173189286091, 126.9813470596546 37.24398531518426, 126.9841657210913 37.24399762732189, 126.9841810787425 37.24174420399976, 126.9813625012151 37.24173189286091)))",126.9827641,37.24286477
가나57ab24aa,19,19,"MULTIPOLYGON (((127.0175441234672 37.31399619258679, 127.0175297215454 37.31624959980015, 127.0203510945864 37.31626106950453, 127.0203654122971 37.31400766136139, 127.0175441234672 37.31399619258679)))",127.0189476,37.31512864
가나54bb24bb,19,19,"MULTIPOLYGON (((126.9892855877108 37.32063799587922, 126.989270338597 37.32289139089817, 126.9920919478701 37.32290353619248, 126.9921071127465 37.32065014018905, 126.9892855877108 37.32063799587922)))",126.9906887,37.32177077
가나57aa24ba,18,18,"MULTIPOLYGON (((127.0146938623622 37.31849146824462, 127.0146793730044 37.32074487279264, 127.0175009128925 37.32075641163188, 127.0175153180205 37.31850300614852, 127.0146938623622 37.31849146824462)))",127.0160974,37.31962395
가나52ba21bb,18,18,"MULTIPOLYGON (((126.9640838878798 37.29348497126905, 126.964067902003 37.29573836757456, 126.9668884854546 37.29575110597977, 126.9669043872082 37.2934977086414, 126.9640838878798 37.29348497126905)))",126.9654862,37.29461804
가나50ba22ab,18,18,"MULTIPOLYGON (((126.9414866385202 37.29788742766472, 126.9414699759576 37.30014081377861, 126.9442907131843 37.30015409203529, 126.9443072916067 37.29790070484484, 126.9414866385202 37.29788742766472)))",126.9428887,37.29902077
가나49bb19aa,17,17,"MULTIPOLYGON (((126.9332444139667 37.2685531368959, 126.9332275234392 37.27080653101208, 126.9360471619907 37.27081999673347, 126.9360639685004 37.26856660152522, 126.9332444139667 37.2685531368959)))",126.9346458,37.26968657
가나60ab16bb,17,17,"MULTIPOLYGON (((127.0517873948243 37.24877988054596, 127.0517740465986 37.25103332361491, 127.0545929997591 37.25104396109419, 127.0546062640428 37.24879051716235, 127.0517873948243 37.24877988054596)))",127.0531902,37.24991193
가나60aa18aa,16,16,"MULTIPOLYGON (((127.0489013513036 37.26003637919184, 127.0488879116601 37.262289817073, 127.0517072831843 37.26230052600225, 127.0517206388392 37.2600470872525, 127.0489013513036 37.26003637919184)))",127.0503043,37.26116846
가나54ba17aa,16,16,"MULTIPOLYGON (((126.9869385528128 37.25077014012743, 126.9869232722709 37.25302356098279, 126.9897422728487 37.25303574289562, 126.9897574694434 37.25078232105214, 126.9869385528128 37.25077014012743)))",126.9883404,37.25190295
가나53ab24bb,16,16,"MULTIPOLYGON (((126.9723564734643 37.32056371727284, 126.9723407189305 37.32281710627041, 126.975162317879 37.32282965523891, 126.9751779881766 37.32057626522415, 126.9723564734643 37.32056371727284)))",126.9737594,37.32169669
가나53ba14bb,16,16,"MULTIPOLYGON (((126.975803372168 37.23043995480954, 126.9757877714718 37.2326933794449, 126.9786060100111 37.23270582071127, 126.978621526845 37.23045239506653, 126.975803372168 37.23043995480954)))",126.9772047,37.23157289
가나57ab25ba,16,16,"MULTIPOLYGON (((127.0174576878873 37.32751662289172, 127.0174432763446 37.32977002491486, 127.0202651548495 37.32978150019908, 127.0202794821248 37.32752809724585, 127.0174576878873 37.32751662289172)))",127.0188614,37.32864907
가나61bb21ab,15,15,"MULTIPOLYGON (((127.068469210965 37.28940462853867, 127.0684563406381 37.2916580611572, 127.0712768150881 37.29166831094096, 127.0712896013036 37.28941487749132, 127.068469210965 37.28940462853867)))",127.069873,37.29053648
가나55bb24ab,15,15,"MULTIPOLYGON (((127.0006015172905 37.3161793690296, 127.0005866084464 37.31843276968444, 127.0034080559481 37.31844464393484, 127.0034228805728 37.31619124231744, 127.0006015172905 37.3161793690296)))",127.0020048,37.31731201
가나52bb20ba,15,15,"MULTIPOLYGON (((126.9669838694358 37.28223070896241, 126.9669679765283 37.28448411062976, 126.9697881412267 37.28449677668576, 126.9698039500577 37.28224337399134, 126.9669838694358 37.28223070896241)))",126.968386,37.28336375
가나57ba14bb,15,15,"MULTIPOLYGON (((127.0208940489608 37.2306309521886, 127.0208797900842 37.23288439232105, 127.0236980551316 37.2328957605971, 127.0237122301428 37.23064231954233, 127.0208940489608 37.2306309521886)))",127.022296,37.23176336
가나53bb23bb,15,15,"MULTIPOLYGON (((126.9780618315337 37.31157517313805, 126.9780462524098 37.31382856762776, 126.9808675179473 37.31384097801391, 126.9808830128722 37.31158758251815, 126.9780618315337 37.31157517313805)))",126.9794647,37.31270808
가나50bb20aa,15,15,"MULTIPOLYGON (((126.944456414411 37.27762018114651, 126.9444398525855 37.27987357613358, 126.947259834731 37.27988677752992, 126.9472763125004 37.27763338147228, 126.944456414411 37.27762018114651)))",126.9458581,37.27875348
가나52ba16bb,14,14,"MULTIPOLYGON (((126.9644032321001 37.248416863345, 126.9643872817639 37.25067027696488, 126.9672061845304 37.25068299472503, 126.9672220509304 37.24842958007354, 126.9644032321001 37.248416863345)))",126.9658047,37.24954993
가나59bb20aa,14,14,"MULTIPOLYGON (((127.0459738340574 37.27805307586577, 127.0459602983801 37.28030650596034, 127.0487803406521 37.28031728901831, 127.0487937922662 37.27806385804933, 127.0459738340574 37.27805307586577)))",127.0473771,37.27918519
가나50ba18ba,14,14,"MULTIPOLYGON (((126.9417363545611 37.26408653199498, 126.9417197197906 37.26633993110337, 126.9445391958977 37.26635319321847, 126.9445557466683 37.26409979303448, 126.9417363545611 37.26408653199498)))",126.9431378,37.26521987
가나57aa25ab,14,14,"MULTIPOLYGON (((127.0146503894504 37.32525167929342, 127.0146358952538 37.32750508124614, 127.0174576878873 37.32751662289172, 127.0174720978261 37.3252632200035, 127.0146503894504 37.32525167929342)))",127.016054,37.32638416
가나58ab22ba,14,14,"MULTIPOLYGON (((127.0289136459003 37.30052118057371, 127.0288995902136 37.30277459666173, 127.0317204644421 37.30278579186107, 127.0317344359731 37.30053237486541, 127.0289136459003 37.30052118057371)))",127.030317,37.30165349
가나53ab24ab,14,14,"MULTIPOLYGON (((126.9723879772719 37.31605693667988, 126.9723722262447 37.31831032740932, 126.9751936567303 37.31832287434349, 126.9752093235401 37.31606948259697, 126.9723879772719 37.31605693667988)))",126.9737908,37.31718991
가나53ba16aa,14,14,"MULTIPOLYGON (((126.9757253513244 37.24170706933476, 126.9757097419458 37.24396048964422, 126.9785283999364 37.24397293595832, 126.978543925406 37.24171951463919, 126.9757253513244 37.24170706933476)))",126.9771269,37.24284001
가나57bb24ba,13,13,"MULTIPOLYGON (((127.0231582341376 37.31852588014717, 127.0231439974695 37.32077928748487, 127.0259655421397 37.32079062449839, 127.0259796945774 37.31853721624172, 127.0231582341376 37.31852588014717)))",127.0245619,37.31965826
가나53bb17ab,13,13,"MULTIPOLYGON (((126.9784662807782 37.25298661258286, 126.9784507466677 37.2552400295759, 126.9812698260717 37.25525241382385, 126.9812852762263 37.25299899582628, 126.9784662807782 37.25298661258286)))",126.979868,37.25411952
가나51bb16bb,13,13,"MULTIPOLYGON (((126.9559467862954 37.24837831056947, 126.9559305841522 37.25063172106185, 126.9587494815655 37.25064464013316, 126.9587655997732 37.24839122859283, 126.9559467862954 37.24837831056947)))",126.9573481,37.24951148
가나62aa17aa,13,13,"MULTIPOLYGON (((127.071506749394 37.25110637670441, 127.0714939873458 37.25335982483578, 127.0743130345957 37.25336999338373, 127.0743257126914 37.25111654442755, 127.071506749394 37.25110637670441)))",127.0729099,37.25223819
가나60ab18ab,13,13,"MULTIPOLYGON (((127.0517072831843 37.26230052600225, 127.051693926043 37.26455396388808, 127.0545133830516 37.2645646065457, 127.0545266561948 37.26231116779668, 127.0517072831843 37.26230052600225)))",127.0531103,37.26343257
가나52aa20ab,12,12,"MULTIPOLYGON (((126.9585397815585 37.27993891137552, 126.9585236382193 37.28219231079488, 126.9613437135073 37.28220517736406, 126.9613597727799 37.27995177690133, 126.9585397815585 37.27993891137552)))",126.9599417,37.28107205
가나60aa15ab,12,12,"MULTIPOLYGON (((127.0490490887144 37.23524850548354, 127.0490356655122 37.23750195286696, 127.0518541136763 37.23751265224465, 127.0518674529926 37.23525920399322, 127.0490490887144 37.23524850548354)))",127.0504516,37.23638058
가나50bb18ab,12,12,"MULTIPOLYGON (((126.9445722955972 37.26184639198441, 126.9445557466683 37.26409979303448, 126.9473751406172 37.26411298693841, 126.9473916055554 37.26185958481823, 126.9445722955972 37.26184639198441)))",126.9459737,37.26297969
가나53ab23ba,12,12,"MULTIPOLYGON (((126.9724352198367 37.30929675929617, 126.9724194740677 37.31155015262327, 126.9752406519291 37.31156269650639, 126.9752563135088 37.30930930216238, 126.9724352198367 37.30929675929617)))",126.9738379,37.31042973
가나53aa24ba,12,12,"MULTIPOLYGON (((126.9695507975124 37.31829771320747, 126.9695349605054 37.32055110204841, 126.9723564734643 37.32056371727284, 126.9723722262447 37.31831032740932, 126.9695507975124 37.31829771320747)))",126.9709536,37.31943072
